user_id,request_id,context_length,total_context_at_start,start_time,end_time,duration,ttft,tokens_per_second,error,prompt_preview
18,0,16,304,1757424766.5780764,1757424767.300241,0.7221646308898926,0.10024070739746094,72.35611672132052,,"שלום, איך אתה?"
20,0,16,336,1757424766.580062,1757424767.3142402,0.7341783046722412,0.09822559356689453,72.33242220171937,,"שלום, איך אתה?"
21,0,16,352,1757424766.5811267,1757424767.328163,0.7470362186431885,0.09724164009094238,72.33055114851348,,"שלום, איך אתה?"
24,0,16,400,1757424766.5846016,1757424767.370293,0.7856912612915039,0.0936434268951416,72.249341035237,,"שלום, איך אתה?"
23,0,16,384,1757424766.5834138,1757424767.3833096,0.7998957633972168,0.09498834609985352,72.34992674007542,,"שלום, איך אתה?"
12,0,16,208,1757424766.572884,1757424767.3835208,0.8106367588043213,0.10538148880004883,72.31424162160609,,"שלום, איך אתה?"
7,0,16,128,1757424766.56968,1757424767.3967972,0.8271172046661377,0.10866570472717285,72.3778849434062,,"שלום, איך אתה?"
6,0,16,112,1757424766.5691676,1757424767.4112878,0.8421201705932617,0.10905575752258301,72.29924008722817,,"שלום, איך אתה?"
5,0,16,96,1757424766.5686908,1757424767.423997,0.8553061485290527,0.10963201522827148,72.41769237852604,,"שלום, איך אתה?"
1,0,16,32,1757424766.5668166,1757424767.4377482,0.8709316253662109,0.07871246337890625,70.6875100818344,,"שלום, איך אתה?"
13,0,16,224,1757424766.5736296,1757424767.4379652,0.8643355369567871,0.1047506332397461,72.40796878776369,,"שלום, איך אתה?"
19,0,16,320,1757424766.579057,1757424767.4495144,0.8704574108123779,0.09928369522094727,72.61658283704901,,"שלום, איך אתה?"
11,0,16,192,1757424766.5721807,1757424767.4620225,0.8898417949676514,0.10618162155151367,72.73560904789272,,"שלום, איך אתה?"
17,0,16,288,1757424766.5771174,1757424767.4622214,0.8851039409637451,0.10118842124938965,72.71191673915291,,"שלום, איך אתה?"
8,0,16,144,1757424766.5702355,1757424767.473698,0.9034624099731445,0.10807585716247559,72.92051870256614,,"שלום, איך אתה?"
4,0,16,80,1757424766.568179,1757424767.4738986,0.9057197570800781,0.11010217666625977,72.89934439336159,,"שלום, איך אתה?"
16,0,16,272,1757424766.5761771,1757424767.4851048,0.9089276790618896,0.1021735668182373,73.13256803354363,,"שלום, איך אתה?"
0,0,16,16,1757424766.566467,1757424767.4856632,0.9191961288452148,0.1119072437286377,73.08412278149979,,"שלום, איך אתה?"
15,0,16,256,1757424766.5752501,1757424767.4966304,0.9213802814483643,0.10300588607788086,73.31607677295135,,"שלום, איך אתה?"
10,0,16,176,1757424766.571512,1757424767.4968238,0.925311803817749,0.1067819595336914,73.30215314565606,,"שלום, איך אתה?"
14,0,16,240,1757424766.574428,1757424767.5190034,0.944575309753418,0.10387182235717773,73.74776116609371,,"שלום, איך אתה?"
2,0,16,48,1757424766.5674279,1757424767.5306468,0.9632189273834229,0.11092829704284668,73.91844724941437,,"שלום, איך אתה?"
22,0,16,368,1757424766.5822585,1757424767.5308566,0.9485981464385986,0.09607648849487305,73.89841585016786,,"שלום, איך אתה?"
9,0,16,160,1757424766.5708332,1757424767.5409324,0.9700992107391357,0.10749530792236328,74.19396062435203,,"שלום, איך אתה?"
3,0,16,64,1757424766.5677948,1757424767.5516884,0.983893632888794,0.11060214042663574,74.43104686241588,,"שלום, איך אתה?"
21,1,85,1942,1757424772.331419,1757424788.727088,16.395668983459473,0.027825593948364258,56.26886683130155,,תוכל לספר לי על ההיסטוריה של ישראל?
12,1,89,1996,1757424772.3888242,1757424790.3452039,17.956379652023315,0.03275489807128906,55.56911694328958,,תוכל לספר לי על ההיסטוריה של ישראל?
14,1,100,2266,1757424772.5218782,1757424790.4618056,17.939927339553833,0.0347142219543457,55.51455844013229,,תוכל לספר לי על ההיסטוריה של ישראל?
16,1,96,2194,1757424772.4888854,1757424791.3850029,18.896117448806763,0.05137753486633301,55.4000747565478,,תוכל לספר לי על ההיסטוריה של ישראל?
23,1,89,1978,1757424772.3867583,1757424792.8402138,20.453455448150635,0.03480052947998047,55.29257458421766,,תוכל לספר לי על ההיסטוריה של ישראל?
17,1,94,2140,1757424772.4676313,1757424793.2641046,20.796473264694214,0.05037951469421387,55.23931463001318,,תוכל לספר לי על ההיסטוריה של ישראל?
6,1,91,2032,1757424772.4143238,1757424793.5386117,21.124287843704224,0.03532838821411133,55.24217553069999,,תוכל לספר לי על ההיסטוריה של ישראל?
15,1,97,2230,1757424772.5000298,1757424793.7382956,21.23826575279236,0.04021000862121582,55.240915210914636,,תוכל לספר לי על ההיסטוריה של ישראל?
20,1,83,1924,1757424772.317136,1757424793.7392197,21.422083616256714,0.02853107452392578,55.34377694823475,,תוכל לספר לי על ההיסטוריה של ישראל?
1,1,93,2068,1757424772.441229,1757424794.1698875,21.728658437728882,0.040305137634277344,55.14480437732371,,תוכל לספר לי על ההיסטוריה של ישראל?
8,1,96,2158,1757424772.477475,1757424794.513234,22.03575897216797,0.04046916961669922,55.23909941205095,,תוכל לספר לי על ההיסטוריה של ישראל?
