user_id,request_id,context_length,total_context_at_start,start_time,end_time,duration,ttft,tokens_per_second,error,prompt_preview
0,0,16,16,1757338797.3692706,1757338797.924967,0.5556964874267578,0.0456843376159668,90.1939297270967,,"שלום, איך אתה?"
1,0,16,82,1757338802.3625994,1757338803.0425508,0.6799514293670654,0.02869415283203125,89.05850589276281,,"שלום, איך אתה?"
2,0,16,177,1757338807.3617337,1757338807.9384904,0.5767567157745361,0.02974247932434082,84.0928753491194,,"שלום, איך אתה?"
3,0,16,261,1757338812.361822,1757338813.1691165,0.8072946071624756,0.039705514907836914,78.16682207372445,,"שלום, איך אתה?"
4,0,16,359,1757338817.3626218,1757338818.0625339,0.6999120712280273,0.03808903694152832,77.05987455541238,,"שלום, איך אתה?"
0,1,84,100,1757338802.928011,1757338818.7366393,15.80862832069397,0.03338766098022461,80.44251288290819,,תוכל לספר לי על ההיסטוריה של ישראל?
5,0,16,1720,1757338822.3652785,1757338823.0697236,0.7044451236724854,0.043294429779052734,77.13823863613825,,"שלום, איך אתה?"
1,1,95,245,1757338808.045754,1757338823.3571618,15.311407804489136,0.03639793395996094,77.64315768385904,,תוכל לספר לי על ההיסטוריה של ישראל?
6,0,16,3050,1757338827.3670268,1757338828.2529688,0.8859419822692871,0.04317426681518555,75.94026067493034,,"שלום, איך אתה?"
2,1,84,279,1757338812.9426649,1757338831.4871001,18.544435262680054,0.042764902114868164,75.61479437996341,,תוכל לספר לי על ההיסטוריה של ישראל?
7,0,16,4606,1757338832.3695462,1757338833.0608041,0.6912579536437988,0.041419029235839844,75.40330097130123,,"שלום, איך אתה?"
3,1,98,431,1757338818.1723404,1757338833.4148917,15.242551326751709,0.03619384765625,75.0344059429459,,תוכל לספר לי על ההיסטוריה של ישראל?
8,0,16,5889,1757338837.3720076,1757338838.2540689,0.882061243057251,0.043866634368896484,73.96850249015614,,"שלום, איך אתה?"
5,1,88,3068,1757338828.077962,1757338839.6333642,11.555402278900146,0.041075706481933594,73.3868363629828,,תוכל לספר לי על ההיסטוריה של ישראל?
0,2,1409,3034,1757338823.7491956,1757338839.6898563,15.94066071510315,0.11331534385681152,73.98587523889918,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
4,1,88,1738,1757338823.0690587,1757338840.3962417,17.32718300819397,0.037468671798706055,73.74326580492394,,תוכל לספר לי על ההיסטוריה של ישראל?
9,0,16,9343,1757338842.3762965,1757338843.1920605,0.8157639503479004,0.045656681060791016,75.31418324838145,,"שלום, איך אתה?"
1,2,1337,3187,1757338828.369828,1757338845.9353013,17.565473318099976,0.048320770263671875,73.29958430707381,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
10,0,16,10906,1757338847.379412,1757338848.3368928,0.9574809074401855,0.04184746742248535,70.989106731121,,"שלום, איך אתה?"
6,1,101,4676,1757338833.2637146,1757338849.4783576,16.214643001556396,0.04019784927368164,72.52180763891324,,תוכל לספר לי על ההיסטוריה של ישראל?
2,2,1539,5873,1757338836.5039654,1757338852.5512412,16.04727578163147,0.106964111328125,71.83046502993568,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
11,0,16,12260,1757338852.382026,1757338853.3636873,0.981661319732666,0.03698921203613281,69.86551149576427,,"שלום, איך אתה?"
7,1,86,5907,1757338838.0738776,1757338854.3354592,16.261581659317017,0.04146289825439453,71.4544706529677,,תוכל לספר לי על ההיסטוריה של ישראל?
3,2,1295,6024,1757338838.4312594,1757338854.5470257,16.115766286849976,0.0495603084564209,71.45433100657829,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
12,0,16,15879,1757338857.3889873,1757338858.406503,1.0175156593322754,0.036122798919677734,66.23239542691667,,"שלום, איך אתה?"
5,2,989,9475,1757338844.656089,1757338860.31553,15.659440994262695,0.06248927116394043,69.43664500776136,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
8,1,99,9423,1757338843.2735054,1757338860.6007345,17.327229022979736,0.042516231536865234,69.6569283231633,,תוכל לספר לי על ההיסטוריה של ישראל?
13,0,16,18478,1757338862.396745,1757338863.302557,0.9058120250701904,0.04737663269042969,67.56478182849845,,"שלום, איך אתה?"
4,2,1419,9602,1757338845.4193401,1757338863.3175104,17.898170232772827,0.054845333099365234,68.87729763988611,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
9,1,96,10924,1757338848.214368,1757338864.6041977,16.389829635620117,0.049692630767822266,68.48167794845948,,תוכל לספר לי על ההיסטוריה של ישראל?
0,3,2659,9550,1757338844.7177203,1757338867.8256342,23.107913970947266,0.06441187858581543,68.43577828053967,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
14,0,16,21056,1757338867.3973026,1757338868.3457973,0.9484946727752686,0.050452232360839844,65.69845404274287,,"שלום, איך אתה?"
10,1,102,13427,1757338853.3625994,1757338870.9517694,17.58916997909546,0.03617382049560547,66.65528719020281,,תוכל לספר לי על ההיסטוריה של ישראל?
6,2,1330,14711,1757338854.5095184,1757338871.8068092,17.297290802001953,0.057761430740356445,66.30111387526554,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
15,0,16,25182,1757338872.4035172,1757338873.2420547,0.8385374546051025,0.05071711540222168,63.46624669602991,,"שלום, איך אתה?"
1,3,2700,12244,1757338850.966688,1757338873.3404706,22.373782634735107,0.05172562599182129,66.4813282852353,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
16,0,16,26975,1757338877.4074585,1757338878.6372948,1.2298362255096436,0.05787515640258789,55.46259318112419,,"שלום, איך אתה?"
7,2,1301,16092,1757338859.372598,1757338879.1411128,19.76851487159729,0.06389307975769043,63.487643316152585,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
2,3,2763,15954,1757338857.579898,1757338879.6950803,22.115182161331177,0.0882720947265625,63.60401871000875,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
11,1,103,15972,1757338858.4050999,1757338880.9580562,22.552956342697144,0.04479026794433594,63.13264240545666,,תוכל לספר לי על ההיסטוריה של ישראל?
3,3,2522,16167,1757338859.586585,1757338881.6356306,22.04904556274414,0.05883502960205078,62.89162161115466,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
17,0,16,32640,1757338882.4169881,1757338883.3939142,0.9769260883331299,0.04403209686279297,63.24405617299553,,"שלום, איך אתה?"
8,2,1359,21040,1757338865.643046,1757338883.8070052,18.16395926475525,0.04949307441711426,61.4978099986288,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
12,1,102,19790,1757338863.4446073,1757338886.3246667,22.880059480667114,0.05223727226257324,61.722926836237896,,תוכל לספר לי על ההיסטוריה של ישראל?
9,2,1271,22845,1757338869.6502821,1757338887.8798456,18.22956347465515,0.05920076370239258,59.82269134037575,,אני רוצה לדעת על הטכנולוגיה החדשה בתחום הבינה המלא...
18,0,16,35576,1757338887.4227085,1757338888.379462,0.9567534923553467,0.04094505310058594,56.78043329925526,,"שלום, איך אתה?"
5,3,2151,20988,1757338865.3584921,1757338888.5266652,23.16817307472229,0.0575869083404541,60.62156926326628,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
4,3,2727,22793,1757338868.388953,1757338891.5600553,23.171102285385132,0.06932449340820312,59.172935187470664,,בואו נדבר על פיתוח תוכנה. אני מעוניין לדעת על ארכי...
19,0,16,39660,1757338892.4308257,1757338893.3325589,0.9017331600189209,0.04866147041320801,53.9227834664881,,"שלום, איך אתה?"
14,1,97,26832,1757338873.436664,1757338894.1310236,20.69435954093933,0.04504680633544922,57.43532558410599,,תוכל לספר לי על ההיסטוריה של ישראל?
13,1,95,22655,1757338868.3445148,1757338894.6766794,26.332164525985718,0.11382222175598145,58.31795093137259,,תוכל לספר לי על ההיסטוריה של ישראל?
0,4,4331,25273,1757338872.8824806,1757338898.0641654,25.181684732437134,0.067718505859375,56.66169919803663,,אני חוקר את התחום של למידת מכונה ובינה מלאכותית. ת...
