user_id,request_id,context_length,total_context_at_start,start_time,end_time,duration,ttft,tokens_per_second,error,prompt_preview
8,0,16,144,1757505514.0807233,1757505514.922988,0.8422646522521973,0.12157607078552246,63.827846288871825,,"שלום, איך אתה?"
6,0,16,112,1757505514.0789955,1757505514.9234498,0.844454288482666,0.12305927276611328,63.76534214657523,,"שלום, איך אתה?"
24,0,16,400,1757505514.094838,1757505514.9379375,0.8430995941162109,0.10738563537597656,63.883523537433305,,"שלום, איך אתה?"
15,0,16,256,1757505514.0859103,1757505514.9860444,0.9001340866088867,0.1163778305053711,63.79534403792521,,"שלום, איך אתה?"
0,0,16,16,1757505514.0764303,1757505514.9863024,0.9098720550537109,0.07826948165893555,61.327371549377666,,"שלום, איך אתה?"
22,0,16,368,1757505514.0926373,1757505515.003339,0.9107017517089844,0.10931897163391113,63.63999984529533,,"שלום, איך אתה?"
23,0,16,384,1757505514.0937212,1757505515.0035646,0.9098434448242188,0.10869193077087402,63.658370614530426,,"שלום, איך אתה?"
11,0,16,192,1757505514.0828857,1757505515.003712,0.9208261966705322,0.11926960945129395,63.62620033718306,,"שלום, איך אתה?"
18,0,16,304,1757505514.0886383,1757505515.0178099,0.9291715621948242,0.1134023666381836,63.74351996034585,,"שלום, איך אתה?"
5,0,16,96,1757505514.0785246,1757505515.0321825,0.953657865524292,0.12361931800842285,63.85245620051967,,"שלום, איך אתה?"
3,0,16,64,1757505514.0776248,1757505515.0461855,0.9685606956481934,0.12476444244384766,63.99649180111089,,"שלום, איך אתה?"
13,0,16,224,1757505514.0843093,1757505515.0587392,0.9744298458099365,0.1178903579711914,64.21186738136056,,"שלום, איך אתה?"
7,0,16,128,1757505514.0798748,1757505515.0727174,0.9928426742553711,0.12254929542541504,64.34611748429913,,"שלום, איך אתה?"
19,0,16,320,1757505514.08959,1757505515.0875697,0.9979796409606934,0.11274290084838867,64.38955526492128,,"שלום, איך אתה?"
12,0,16,208,1757505514.083586,1757505515.100579,1.0169930458068848,0.11843538284301758,64.54788867827206,,"שלום, איך אתה?"
16,0,16,272,1757505514.086855,1757505515.1007876,1.013932704925537,0.11542034149169922,64.551142934018,,"שלום, איך אתה?"
20,0,16,336,1757505514.0905635,1757505515.111817,1.0212533473968506,0.11183929443359375,64.8769389561916,,"שלום, איך אתה?"
4,0,16,80,1757505514.0780098,1757505515.1133678,1.03535795211792,0.12420248985290527,64.75294551089408,,"שלום, איך אתה?"
10,0,16,176,1757505514.082171,1757505515.1382318,1.056060791015625,0.12015032768249512,65.17717494337654,,"שלום, איך אתה?"
9,0,16,160,1757505514.0813165,1757505515.1384628,1.0571463108062744,0.12099432945251465,65.16035987211022,,"שלום, איך אתה?"
1,0,16,32,1757505514.0769014,1757505515.1508968,1.0739953517913818,0.12517881393432617,65.34456085686466,,"שלום, איך אתה?"
21,0,16,352,1757505514.0916219,1757505515.16409,1.0724680423736572,0.11049747467041016,65.4905691661811,,"שלום, איך אתה?"
14,0,16,240,1757505514.0850873,1757505515.188461,1.1033737659454346,0.11734700202941895,65.92113153384581,,"שלום, איך אתה?"
2,0,16,48,1757505514.0772514,1757505515.2009451,1.1236937046051025,0.12488126754760742,66.07847234505432,,"שלום, איך אתה?"
17,0,16,288,1757505514.087737,1757505515.2011852,1.113448143005371,0.11433053016662598,66.05828898609579,,"שלום, איך אתה?"
12,1,95,2146,1757505520.1046946,1757505537.9332812,17.82858657836914,0.5584595203399658,49.62325969695551,,תוכל לספר לי על ההיסטוריה של ישראל?
23,1,88,2002,1757505520.0103445,1757505540.4707673,20.46042275428772,0.04089999198913574,47.552531530893454,,תוכל לספר לי על ההיסטוריה של ישראל?
7,1,93,2110,1757505520.076544,1757505541.8919692,21.815425157546997,0.030867815017700195,47.46481572895469,,תוכל לספר לי על ההיסטוריה של ישראל?
6,1,83,1912,1757505519.9321473,1757505542.6377568,22.705609560012817,0.049376487731933594,47.492449277300594,,תוכל לספר לי על ההיסטוריה של ישראל?
17,1,103,2326,1757505520.2074273,1757505542.7655177,22.558090448379517,0.45552539825439453,48.54640163105982,,תוכל לספר לי על ההיסטוריה של ישראל?
0,1,89,1966,1757505519.9921246,1757505543.4967074,23.50458288192749,0.032910823822021484,47.418862927392,,תוכל לספר לי על ההיסטוריה של ישראל?
9,1,98,2236,1757505520.1438413,1757505543.999616,23.855774641036987,0.5193686485290527,48.465046432732755,,תוכל לספר לי על ההיסטוריה של ישראל?
3,1,91,2074,1757505520.0510385,1757505544.2285516,24.177513122558594,0.03226637840270996,47.379925834756435,,תוכל לספר לי על ההיסטוריה של ישראל?
19,1,94,2128,1757505520.0907567,1757505544.5404334,24.449676752090454,0.5262203216552734,48.40437682436239,,תוכל לספר לי על ההיסטוריה של ישראל?
11,1,88,2020,1757505520.0127544,1757505545.2265904,25.213835954666138,0.034819602966308594,47.460154253377965,,תוכל לספר לי על ההיסטוריה של ישראל?
2,1,103,2308,1757505520.2047129,1757505545.2817168,25.077003955841064,0.45829081535339355,48.459072299681054,,תוכל לספר לי על ההיסטוריה של ישראל?
16,1,96,2164,1757505520.1070657,1757505545.4097095,25.30264377593994,0.5559844970703125,48.49139378682282,,תוכל לספר לי על ההיסטוריה של ישראל?
8,1,84,1894,1757505519.9293609,1757505545.931153,26.001792192459106,0.031095027923583984,47.669109233253856,,תוכל לספר לי על ההיסטוריה של ישראל?
13,1,92,2092,1757505520.0630586,1757505546.222428,26.159369468688965,0.04430246353149414,47.71192046928033,,תוכל לספר לי על ההיסטוריה של ישראל?
5,1,90,2056,1757505520.0363114,1757505546.6741555,26.63784408569336,0.030021190643310547,47.843072506199704,,תוכל לספר לי על ההיסטוריה של ישראל?
21,1,100,2272,1757505520.1678944,1757505546.8545153,26.686620950698853,0.4952998161315918,48.83297002960183,,תוכל לספר לי על ההיסטוריה של ישראל?
20,1,96,2182,1757505520.1145768,1757505547.2110503,27.096473455429077,0.5484375953674316,48.93017347299092,,תוכל לספר לי על ההיסטוריה של ישראל?
14,1,102,2290,1757505520.1926646,1757505547.2586849,27.066020250320435,0.47042274475097656,48.95547090932417,,תוכל לספר לי על ההיסטוריה של ישראל?
15,1,87,1948,1757505519.9898045,1757505547.5790858,27.5892813205719,0.03519105911254883,48.2324035157462,,תוכל לספר לי על ההיסטוריה של ישראל?
10,1,98,2218,1757505520.1413753,1757505547.624295,27.482919692993164,0.5217204093933105,49.18178846764389,,תוכל לספר לי על ההיסטוריה של ישראל?
24,1,84,1930,1757505519.9413736,1757505547.974071,28.032697439193726,0.04019904136657715,48.4772734721433,,תוכל לספר לי על ההיסטוריה של ישראל?
4,1,96,2200,1757505520.1172519,1757505548.1237762,28.006524324417114,0.5458531379699707,49.452542174942295,,תוכל לספר לי על ההיסטוריה של ישראל?
22,1,88,1984,1757505520.0082152,1757505548.4587796,28.45056438446045,0.04306626319885254,48.78993546294202,,תוכל לספר לי על ההיסטוריה של ישראל?
18,1,89,2038,1757505520.0208523,1757505548.7440388,28.723186492919922,0.04545474052429199,48.957846880017456,,תוכל לספר לי על ההיסטוריה של ישראל?
